"department","publisher","books","percent"
"History","Franciscan Herald Press",1,0.026434047052603753
"History","Sutton Pub",1,0.026434047052603753
"History","Publications de la Sorbonne",1,0.026434047052603753
"History","Routledge and Kegan Paul",2,0.05286809410520751
"History","Taylor & Francis",1,0.026434047052603753
"History","Edita KNAW",1,0.026434047052603753
"Medical Physics and Biomedical Engineering","Cambridge University Press",1,100
"Chemical Engineering","McGraw-Hill Education (ISE Editions)",2,20
"Chemical Engineering","McGraw-Hill",5,50
"Chemical Engineering","Cambridge University Press",1,10
"Chemical Engineering","Wiley",2,20
"Mathematics","Cambridge University Press",33,22.2972972972973
"Mathematics","Wiley",10,6.756756756756757
"Mathematics","Springer-Verlag",13,8.783783783783784
"Mathematics","John Wiley & Sons Ltd",4,2.7027027027027026
"Mathematics","Pearson Addison Wesley",1,0.6756756756756757
"Mathematics","Addison-Wesley",7,4.72972972972973
"Mathematics","Oxford University Press",5,3.3783783783783785
"Mathematics","Arnold",2,1.3513513513513513
"Mathematics","McGraw-Hill",16,10.81081081081081
"Mathematics","John Wiley",1,0.6756756756756757
"Mathematics","Harper & Row",1,0.6756756756756757
"Mathematics","Longman",3,2.027027027027027
"Mathematics","Princeton University Press",1,0.6756756756756757
"Mathematics","J. Wiley",1,0.6756756756756757
"Mathematics","Macmillan",1,0.6756756756756757
"Mathematics","Prentice-Hall",6,4.054054054054054
"Mathematics","Springer",10,6.756756756756757
"Mathematics","Academic Press",7,4.72972972972973
"Mathematics","Kluwer Academic Publishers",1,0.6756756756756757
"Mathematics","AMS Chelsea Pub",1,0.6756756756756757
"Mathematics","Elsevier",1,0.6756756756756757
"Mathematics","Addison Wesley",3,2.027027027027027
"Mathematics","CRC Press",1,0.6756756756756757
"Mathematics","Acoustical Society of America",1,0.6756756756756757
"Mathematics","Sinauer Associates",1,0.6756756756756757
"Mathematics","Imprint Unknown",1,0.6756756756756757
"Mathematics","Blackwell Publishers",1,0.6756756756756757
"Mathematics","Blackwell",1,0.6756756756756757
"Mathematics","John Wiley & Sons",1,0.6756756756756757
"Mathematics","Clarendon Press",4,2.7027027027027026
"Mathematics","Dover Publications",1,0.6756756756756757
"Mathematics","Palgrave",1,0.6756756756756757
"Mathematics","McGraw-Hill Higher Education",1,0.6756756756756757
"Mathematics","Prentice Hall",2,1.3513513513513513
"Mathematics","Institution of Highways & Transportation",1,0.6756756756756757
"Mathematics","Chapman and Hall",1,0.6756756756756757
"Mathematics","W.H. Freeman",1,0.6756756756756757
"Mathematics","Pearson",1,0.6756756756756757
"History of Art","Waanders",1,1.1363636363636365
"History of Art","Cambridge University Press",11,12.5
"History of Art","Yale University Press",8,9.090909090909092
"History of Art","Published for the Paul Mellon Centre for Studies in British Art, the Yale Center for British Art [by",4,4.545454545454546
"History of Art","Reaktion Books",4,4.545454545454546
"History of Art","Thames & Hudson Ltd",1,1.1363636363636365
"History of Art","Published for the Paul Mellon Centre for Studies in British Art by Yale University Press",1,1.1363636363636365
"History of Art","University of California Press",1,1.1363636363636365
"History of Art","Routledge & K. Paul",1,1.1363636363636365
"History of Art","Oxford University Press",3,3.409090909090909
"History of Art","Paul Mellon Centre BA",1,1.1363636363636365
"History of Art","Manchester University Press",2,2.272727272727273
"History of Art","Tate Publishing(UK)",1,1.1363636363636365
"History of Art","Oxford University Press, USA",2,2.272727272727273
"History of Art","Ashgate",1,1.1363636363636365
"History of Art","Allen Lane",1,1.1363636363636365
"History of Art","Whitney Museum of American Art",1,1.1363636363636365
"History of Art","Harvard University Art Museums",1,1.1363636363636365
"History of Art","MIT Press",1,1.1363636363636365
"History of Art","University of Minnesota Press",2,2.272727272727273
"History of Art","Berg Publishers",18,20.454545454545453
"History of Art","Columbia University Press",3,3.409090909090909
"History of Art","University of Chicago Press",5,5.681818181818182
"History of Art","Routledge",4,4.545454545454546
"History of Art","Garland",1,1.1363636363636365
"History of Art","Reaktion",1,1.1363636363636365
"History of Art","Ohio State University Press",3,3.409090909090909
"History of Art","Stanford University Press",1,1.1363636363636365
"History of Art","University of Pennsylvania Press",2,2.272727272727273
"History of Art","Pennsylvania State University Press",1,1.1363636363636365
"History of Art","The University of Chicago Press",1,1.1363636363636365
"Arts and Sciences BASc","Polity",1,5.2631578947368425
"Arts and Sciences BASc","Routledge",4,21.05263157894737
"Arts and Sciences BASc","Cambridge University Press",1,5.2631578947368425
"Arts and Sciences BASc","Oxford University Press",1,5.2631578947368425
"Arts and Sciences BASc","Penguin",1,5.2631578947368425
"Arts and Sciences BASc","Longman",1,5.2631578947368425
"Arts and Sciences BASc","Routledge & Kegan Paul",2,10.526315789473685
"Arts and Sciences BASc","Berg Publishers",4,21.05263157894737
"Arts and Sciences BASc","Thames and Hudson",2,10.526315789473685
"Arts and Sciences BASc","Crafts Council",1,5.2631578947368425
"Arts and Sciences BASc","Sceptre",1,5.2631578947368425
"Physics and Astronomy","Wiley",27,22.31404958677686
"Physics and Astronomy","J. Wiley",4,3.3057851239669422
"Physics and Astronomy","Saunders College Pub",1,0.8264462809917356
"Physics and Astronomy","Brooks/Cole Cengage Learning",3,2.479338842975207
"Physics and Astronomy","Academic Press",5,4.132231404958677
"Physics and Astronomy","John Wiley",1,0.8264462809917356
"Physics and Astronomy","Brooks/Cole",1,0.8264462809917356
"Physics and Astronomy","Chapman & Hall",3,2.479338842975207
"Physics and Astronomy","Taylor & Francis",3,2.479338842975207
"Physics and Astronomy","CRC Press",3,2.479338842975207
"Physics and Astronomy","Oxford University Press, USA",3,2.479338842975207
"Physics and Astronomy","Cambridge University Press",25,20.66115702479339
"Physics and Astronomy","Addison-Wesley Pub. Co",2,1.6528925619834711
"Physics and Astronomy","Oxford University Press",13,10.743801652892563
"Physics and Astronomy","Clarendon Press",6,4.958677685950414
"Physics and Astronomy","Springer",2,1.6528925619834711
"Physics and Astronomy","Addison Wesley",2,1.6528925619834711
"Physics and Astronomy","UIT",1,0.8264462809917356
"Physics and Astronomy","John Wiley & Sons Ltd",1,0.8264462809917356
"Physics and Astronomy","Butterworth-Heinemann",3,2.479338842975207
"Physics and Astronomy","Nelson-Thornes Pub",1,0.8264462809917356
"Physics and Astronomy","Prentice Hall",1,0.8264462809917356
"Physics and Astronomy","McGraw-Hill",1,0.8264462809917356
"Physics and Astronomy","New York : Cambridge University Press",1,0.8264462809917356
"Physics and Astronomy","Garland Science",5,4.132231404958677
"Physics and Astronomy","W.H. Freeman and CO",1,0.8264462809917356
"Physics and Astronomy","Sinauer Associates, Publishers",1,0.8264462809917356
"Physics and Astronomy","Saunders",1,0.8264462809917356
"Statistical Science","Chapman and Hall",8,4.878048780487805
"Statistical Science","Addison-Wesley",3,1.829268292682927
"Statistical Science","W.H. Freeman",2,1.2195121951219512
"Statistical Science","Duxbury Press",4,2.4390243902439024
"Statistical Science","Brooks/Cole",2,1.2195121951219512
"Statistical Science","Thomson/Brooks/Cole",2,1.2195121951219512
"Statistical Science","Thomson Brooks/Cole",6,3.658536585365854
"Statistical Science","Duxbury",1,0.6097560975609756
"Statistical Science","PWS-KENT Pub",1,0.6097560975609756
"Statistical Science","Prentice Hall",1,0.6097560975609756
"Statistical Science","Wiley",18,10.975609756097562
"Statistical Science","Duxbury/Thomson Learning",1,0.6097560975609756
"Statistical Science","Elsevier / Academic Press",1,0.6097560975609756
"Statistical Science","Cambridge University Press",14,8.536585365853659
"Statistical Science","Oxford University Press",14,8.536585365853659
"Statistical Science","CRC Press, Taylor & Francis Group",5,3.048780487804878
"Statistical Science","Academic Press",3,1.829268292682927
"Statistical Science","Chapman & Hall/CRC",23,14.024390243902438
"Statistical Science","Harvester Wheatsheaf",2,1.2195121951219512
"Statistical Science","Princeton University Press",6,3.658536585365854
"Statistical Science","Van Nostrand Reinhold",3,1.829268292682927
"Statistical Science","Wiley-Interscience",5,3.048780487804878
"Statistical Science","Longman Scientific & Technical",2,1.2195121951219512
"Statistical Science","J. Wiley",2,1.2195121951219512
"Statistical Science","Imprint Unknown",5,3.048780487804878
"Statistical Science","International Agency for Research on Cancer",11,6.7073170731707314
"Statistical Science","Springer",8,4.878048780487805
"Statistical Science","Chapman and Hall/CRC",2,1.2195121951219512
"Statistical Science","Risk Books",2,1.2195121951219512
"Statistical Science","McGraw Hill Higher Education",1,0.6097560975609756
"Statistical Science","Edward Arnold",2,1.2195121951219512
"Statistical Science","Arnold",1,0.6097560975609756
"Statistical Science","Chapman & Hall",3,1.829268292682927
"Masters Courses","Routledge",103,9.753787878787879
"Masters Courses","Cambridge University Press",94,8.901515151515152
"Masters Courses","Yale University Press",28,2.6515151515151514
"Masters Courses","Indiana University Press",6,0.5681818181818182
"Masters Courses","Polity Press",6,0.5681818181818182
"Masters Courses","University of California Press",19,1.7992424242424243
"Masters Courses","University of Chicago Press",20,1.893939393939394
"Masters Courses","Continuum",9,0.8522727272727273
"Masters Courses","University of Michigan",8,0.7575757575757576
"Masters Courses","Princeton University Press",44,4.166666666666667
"Masters Courses","Harvard University Press",14,1.3257575757575757
"Masters Courses","Johns Hopkins University Press",8,0.7575757575757576
"Masters Courses","Scottish Academic Press",3,0.2840909090909091
"Masters Courses","University of Nebraska Press",1,0.0946969696969697
"Masters Courses","Oxford University Press",68,6.4393939393939394
"Masters Courses","University of Minnesota Press",6,0.5681818181818182
"Masters Courses","Ardis",3,0.2840909090909091
"Masters Courses","University of Texas Press",3,0.2840909090909091
"Masters Courses","Oxford University Press, USA",4,0.3787878787878788
"Masters Courses","Fontana",3,0.2840909090909091
"Masters Courses","Blackwell",13,1.231060606060606
"Masters Courses","Stanford University Press",8,0.7575757575757576
"Masters Courses","Vintage",1,0.0946969696969697
"Masters Courses","Longman",27,2.5568181818181817
"Masters Courses","Lawrence & Wishart",1,0.0946969696969697
"Masters Courses","Verso Books",1,0.0946969696969697
